MCode,Cohort,AcademicYearStart,Women3,Men3,Cap,institution,Students3,icy,cohort_id,icym,module_id
COMPSCI4011,H,2020,15,81,,Glasgow_Scotland,96,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4011,196
COMPSCI4012,H,2020,24,126,,Glasgow_Scotland,150,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4012,197
COMPSCI4013,H,2020,45,144,,Glasgow_Scotland,189,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4013,198
COMPSCI4016,H,2020,27,102,,Glasgow_Scotland,129,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4016,199
COMPSCI4021,H,2020,15,120,,Glasgow_Scotland,135,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4021,200
COMPSCI4023,H,2020,18,69,,Glasgow_Scotland,87,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4023,201
COMPSCI4031,H,2020,0,6,,Glasgow_Scotland,6,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4031,202
COMPSCI4061,H,2020,15,60,,Glasgow_Scotland,75,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4061,203
COMPSCI4066,H,2020,12,36,,Glasgow_Scotland,48,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4066,204
COMPSCI4068,H,2020,45,105,,Glasgow_Scotland,150,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4068,205
COMPSCI4069,H,2020,6,18,,Glasgow_Scotland,24,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4069,206
COMPSCI4071,H,2020,6,33,,Glasgow_Scotland,39,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4071,207
COMPSCI4072,H,2020,3,15,,Glasgow_Scotland,18,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4072,208
COMPSCI4074,H,2020,15,69,,Glasgow_Scotland,84,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4074,209
COMPSCI4075,H,2020,12,30,,Glasgow_Scotland,42,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4075,210
COMPSCI4076,H,2020,18,78,,Glasgow_Scotland,96,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4076,211
COMPSCI4077,H,2020,24,78,,Glasgow_Scotland,102,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4077,212
COMPSCI4080,H,2020,15,27,,Glasgow_Scotland,42,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4080,213
COMPSCI4082,H,2020,0,21,,Glasgow_Scotland,21,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4082,214
COMPSCI4087,H,2020,24,99,,Glasgow_Scotland,123,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4087,215
COMPSCI4089,H,2020,0,15,,Glasgow_Scotland,15,Glasgow_ScotlandH2020,10,Glasgow_ScotlandH2020COMPSCI4089,216
COMPSCI4003,H,2021,30,63,,Glasgow_Scotland,93,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4003,217
COMPSCI4004,H,2021,42,153,,Glasgow_Scotland,195,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4004,218
COMPSCI4007,H,2021,21,81,,Glasgow_Scotland,102,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4007,219
COMPSCI4011,H,2021,18,72,,Glasgow_Scotland,90,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4011,220
COMPSCI4012,H,2021,27,90,,Glasgow_Scotland,117,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4012,221
COMPSCI4013,H,2021,39,135,,Glasgow_Scotland,174,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4013,222
COMPSCI4016,H,2021,27,132,,Glasgow_Scotland,159,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4016,223
COMPSCI4021,H,2021,30,102,,Glasgow_Scotland,132,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4021,224
COMPSCI4023,H,2021,24,81,,Glasgow_Scotland,105,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4023,225
COMPSCI4031,H,2021,6,21,,Glasgow_Scotland,27,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4031,226
COMPSCI4061,H,2021,33,114,,Glasgow_Scotland,147,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4061,227
COMPSCI4064,H,2021,0,12,,Glasgow_Scotland,12,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4064,228
COMPSCI4068,H,2021,54,150,,Glasgow_Scotland,204,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4068,229
COMPSCI4069,H,2021,15,42,,Glasgow_Scotland,57,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4069,230
COMPSCI4071,H,2021,6,39,,Glasgow_Scotland,45,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4071,231
COMPSCI4072,H,2021,3,9,,Glasgow_Scotland,12,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4072,232
COMPSCI4074,H,2021,27,78,,Glasgow_Scotland,105,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4074,233
COMPSCI4075,H,2021,15,57,,Glasgow_Scotland,72,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4075,234
COMPSCI4076,H,2021,39,150,,Glasgow_Scotland,189,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4076,235
COMPSCI4077,H,2021,9,33,,Glasgow_Scotland,42,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4077,236
COMPSCI4080,H,2021,21,57,,Glasgow_Scotland,78,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4080,237
COMPSCI4087,H,2021,18,69,,Glasgow_Scotland,87,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4087,238
COMPSCI4089,H,2021,9,36,,Glasgow_Scotland,45,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4089,239
COMPSCI4091,H,2021,6,24,,Glasgow_Scotland,30,Glasgow_ScotlandH2021,11,Glasgow_ScotlandH2021COMPSCI4091,240
COMPSCI4003,H,2022,9,42,,Glasgow_Scotland,51,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4003,241
COMPSCI4004,H,2022,9,60,,Glasgow_Scotland,69,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4004,242
COMPSCI4007,H,2022,3,30,,Glasgow_Scotland,33,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4007,243
COMPSCI4011,H,2022,12,66,,Glasgow_Scotland,78,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4011,244
COMPSCI4012,H,2022,27,108,,Glasgow_Scotland,135,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4012,245
COMPSCI4013,H,2022,48,183,,Glasgow_Scotland,231,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4013,246
COMPSCI4016,H,2022,27,126,,Glasgow_Scotland,153,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4016,247
COMPSCI4021,H,2022,21,111,,Glasgow_Scotland,132,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4021,248
COMPSCI4023,H,2022,24,69,,Glasgow_Scotland,93,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4023,249
COMPSCI4031,H,2022,3,12,,Glasgow_Scotland,15,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4031,250
COMPSCI4061,H,2022,18,75,,Glasgow_Scotland,93,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4061,251
COMPSCI4064,H,2022,3,15,,Glasgow_Scotland,18,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4064,252
COMPSCI4066,H,2022,15,39,,Glasgow_Scotland,54,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4066,253
COMPSCI4068,H,2022,51,126,,Glasgow_Scotland,177,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4068,254
COMPSCI4069,H,2022,9,36,,Glasgow_Scotland,45,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4069,255
COMPSCI4071,H,2022,3,33,,Glasgow_Scotland,36,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4071,256
COMPSCI4072,H,2022,6,21,,Glasgow_Scotland,27,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4072,257
COMPSCI4074,H,2022,27,108,,Glasgow_Scotland,135,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4074,258
COMPSCI4075,H,2022,15,60,,Glasgow_Scotland,75,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4075,259
COMPSCI4076,H,2022,18,105,,Glasgow_Scotland,123,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4076,260
COMPSCI4077,H,2022,6,21,,Glasgow_Scotland,27,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4077,261
COMPSCI4080,H,2022,18,39,,Glasgow_Scotland,57,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4080,262
COMPSCI4082,H,2022,6,30,,Glasgow_Scotland,36,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4082,263
COMPSCI4087,H,2022,24,63,,Glasgow_Scotland,87,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4087,264
COMPSCI4089,H,2022,6,24,,Glasgow_Scotland,30,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4089,265
COMPSCI4091,H,2022,6,18,,Glasgow_Scotland,24,Glasgow_ScotlandH2022,12,Glasgow_ScotlandH2022COMPSCI4091,266
CGDD2012L,1,2020,12,87,,Kennesaw_USA,99,Kennesaw_USA12020,13,Kennesaw_USA12020CGDD2012L,267
CGDD4113,1,2020,6,27,,Kennesaw_USA,33,Kennesaw_USA12020,13,Kennesaw_USA12020CGDD4113,268
CGDD4603,1,2020,3,18,,Kennesaw_USA,21,Kennesaw_USA12020,13,Kennesaw_USA12020CGDD4603,269
CS3626,1,2020,6,39,,Kennesaw_USA,45,Kennesaw_USA12020,13,Kennesaw_USA12020CS3626,270
CS3642,1,2020,24,168,,Kennesaw_USA,192,Kennesaw_USA12020,13,Kennesaw_USA12020CS3642,271
CS4265,1,2020,9,36,,Kennesaw_USA,45,Kennesaw_USA12020,13,Kennesaw_USA12020CS4265,272
CS4267,1,2020,3,30,,Kennesaw_USA,33,Kennesaw_USA12020,13,Kennesaw_USA12020CS4267,273
CS4412,1,2020,6,45,,Kennesaw_USA,51,Kennesaw_USA12020,13,Kennesaw_USA12020CS4412,274
CS4522,1,2020,0,3,,Kennesaw_USA,3,Kennesaw_USA12020,13,Kennesaw_USA12020CS4522,275
CS4524,1,2020,3,18,,Kennesaw_USA,21,Kennesaw_USA12020,13,Kennesaw_USA12020CS4524,276
CS4622,1,2020,3,9,,Kennesaw_USA,12,Kennesaw_USA12020,13,Kennesaw_USA12020CS4622,277
CS4712,1,2020,18,90,,Kennesaw_USA,108,Kennesaw_USA12020,13,Kennesaw_USA12020CS4712,278
CS4720,1,2020,39,174,,Kennesaw_USA,213,Kennesaw_USA12020,13,Kennesaw_USA12020CS4720,279
CS4732,1,2020,3,15,,Kennesaw_USA,18,Kennesaw_USA12020,13,Kennesaw_USA12020CS4732,280
CSE1300,1,2020,111,342,,Kennesaw_USA,453,Kennesaw_USA12020,13,Kennesaw_USA12020CSE1300,281
CSE3203,1,2020,6,30,,Kennesaw_USA,36,Kennesaw_USA12020,13,Kennesaw_USA12020CSE3203,282
CSE4983,1,2020,12,27,,Kennesaw_USA,39,Kennesaw_USA12020,13,Kennesaw_USA12020CSE4983,283
CYBR3153,1,2020,15,54,,Kennesaw_USA,69,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR3153,284
CYBR3223,1,2020,6,18,,Kennesaw_USA,24,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR3223,285
CYBR3305,1,2020,18,39,,Kennesaw_USA,57,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR3305,286
CYBR4305,1,2020,9,18,,Kennesaw_USA,27,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4305,287
CYBR4333,1,2020,3,18,,Kennesaw_USA,21,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4333,288
CYBR4350,1,2020,3,18,,Kennesaw_USA,21,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4350,289
CYBR4700,1,2020,0,3,,Kennesaw_USA,3,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4700,290
CYBR4833,1,2020,3,21,,Kennesaw_USA,24,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4833,291
CYBR4843,1,2020,12,33,,Kennesaw_USA,45,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4843,292
CYBR4853,1,2020,15,54,,Kennesaw_USA,69,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4853,293
CYBR4883,1,2020,0,12,,Kennesaw_USA,12,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4883,294
CYBR4893,1,2020,6,15,,Kennesaw_USA,21,Kennesaw_USA12020,13,Kennesaw_USA12020CYBR4893,295
IT3503,1,2020,33,39,,Kennesaw_USA,72,Kennesaw_USA12020,13,Kennesaw_USA12020IT3503,296
IT3703,1,2020,9,12,,Kennesaw_USA,21,Kennesaw_USA12020,13,Kennesaw_USA12020IT3703,297
IT4123,1,2020,36,153,,Kennesaw_USA,189,Kennesaw_USA12020,13,Kennesaw_USA12020IT4123,298
IT4153,1,2020,6,48,,Kennesaw_USA,54,Kennesaw_USA12020,13,Kennesaw_USA12020IT4153,299
IT4203,1,2020,12,27,,Kennesaw_USA,39,Kennesaw_USA12020,13,Kennesaw_USA12020IT4203,300
IT4213,1,2020,3,21,,Kennesaw_USA,24,Kennesaw_USA12020,13,Kennesaw_USA12020IT4213,301
IT4333,1,2020,6,45,,Kennesaw_USA,51,Kennesaw_USA12020,13,Kennesaw_USA12020IT4333,302
IT4403,1,2020,0,12,,Kennesaw_USA,12,Kennesaw_USA12020,13,Kennesaw_USA12020IT4403,303
IT4423,1,2020,45,168,,Kennesaw_USA,213,Kennesaw_USA12020,13,Kennesaw_USA12020IT4423,304
IT4513,1,2020,6,6,,Kennesaw_USA,12,Kennesaw_USA12020,13,Kennesaw_USA12020IT4513,305
IT4523,1,2020,6,6,,Kennesaw_USA,12,Kennesaw_USA12020,13,Kennesaw_USA12020IT4523,306
IT4533,1,2020,6,3,,Kennesaw_USA,9,Kennesaw_USA12020,13,Kennesaw_USA12020IT4533,307
IT4673,1,2020,3,30,,Kennesaw_USA,33,Kennesaw_USA12020,13,Kennesaw_USA12020IT4673,308
IT4713,1,2020,12,45,,Kennesaw_USA,57,Kennesaw_USA12020,13,Kennesaw_USA12020IT4713,309
IT4733,1,2020,3,0,,Kennesaw_USA,3,Kennesaw_USA12020,13,Kennesaw_USA12020IT4733,310
IT4833,1,2020,24,84,,Kennesaw_USA,108,Kennesaw_USA12020,13,Kennesaw_USA12020IT4833,311
IT4843,1,2020,24,99,,Kennesaw_USA,123,Kennesaw_USA12020,13,Kennesaw_USA12020IT4843,312
IT4853,1,2020,24,87,,Kennesaw_USA,111,Kennesaw_USA12020,13,Kennesaw_USA12020IT4853,313
IT4883,1,2020,15,60,,Kennesaw_USA,75,Kennesaw_USA12020,13,Kennesaw_USA12020IT4883,314
IT4893,1,2020,3,9,,Kennesaw_USA,12,Kennesaw_USA12020,13,Kennesaw_USA12020IT4893,315
SWE3683,1,2020,0,9,,Kennesaw_USA,9,Kennesaw_USA12020,13,Kennesaw_USA12020SWE3683,316
SWE4633,1,2020,6,33,,Kennesaw_USA,39,Kennesaw_USA12020,13,Kennesaw_USA12020SWE4633,317
SWE4743,1,2020,3,18,,Kennesaw_USA,21,Kennesaw_USA12020,13,Kennesaw_USA12020SWE4743,318
SWE4783,1,2020,12,48,,Kennesaw_USA,60,Kennesaw_USA12020,13,Kennesaw_USA12020SWE4783,319
CGDD2012L,1,2021,15,99,,Kennesaw_USA,114,Kennesaw_USA12021,14,Kennesaw_USA12021CGDD2012L,320
CGDD4113,1,2021,6,33,,Kennesaw_USA,39,Kennesaw_USA12021,14,Kennesaw_USA12021CGDD4113,321
CGDD4603,1,2021,3,18,,Kennesaw_USA,21,Kennesaw_USA12021,14,Kennesaw_USA12021CGDD4603,322
CS3626,1,2021,21,84,,Kennesaw_USA,105,Kennesaw_USA12021,14,Kennesaw_USA12021CS3626,323
CS3642,1,2021,30,189,,Kennesaw_USA,219,Kennesaw_USA12021,14,Kennesaw_USA12021CS3642,324
CS4265,1,2021,3,36,,Kennesaw_USA,39,Kennesaw_USA12021,14,Kennesaw_USA12021CS4265,325
CS4267,1,2021,6,48,,Kennesaw_USA,54,Kennesaw_USA12021,14,Kennesaw_USA12021CS4267,326
CS4277,1,2021,0,6,,Kennesaw_USA,6,Kennesaw_USA12021,14,Kennesaw_USA12021CS4277,327
CS4412,1,2021,12,72,,Kennesaw_USA,84,Kennesaw_USA12021,14,Kennesaw_USA12021CS4412,328
CS4422,1,2021,3,12,,Kennesaw_USA,15,Kennesaw_USA12021,14,Kennesaw_USA12021CS4422,329
CS4522,1,2021,0,9,,Kennesaw_USA,9,Kennesaw_USA12021,14,Kennesaw_USA12021CS4522,330
CS4524,1,2021,6,12,,Kennesaw_USA,18,Kennesaw_USA12021,14,Kennesaw_USA12021CS4524,331
CS4622,1,2021,0,6,,Kennesaw_USA,6,Kennesaw_USA12021,14,Kennesaw_USA12021CS4622,332
CS4626,1,2021,3,3,,Kennesaw_USA,6,Kennesaw_USA12021,14,Kennesaw_USA12021CS4626,333
CS4712,1,2021,3,30,,Kennesaw_USA,33,Kennesaw_USA12021,14,Kennesaw_USA12021CS4712,334
CS4720,1,2021,9,33,,Kennesaw_USA,42,Kennesaw_USA12021,14,Kennesaw_USA12021CS4720,335
CS4732,1,2021,3,24,,Kennesaw_USA,27,Kennesaw_USA12021,14,Kennesaw_USA12021CS4732,336
CS4742,1,2021,0,6,,Kennesaw_USA,6,Kennesaw_USA12021,14,Kennesaw_USA12021CS4742,337
CSE1300,1,2021,132,384,,Kennesaw_USA,516,Kennesaw_USA12021,14,Kennesaw_USA12021CSE1300,338
CSE3203,1,2021,6,18,,Kennesaw_USA,24,Kennesaw_USA12021,14,Kennesaw_USA12021CSE3203,339
CSE4983,1,2021,18,48,,Kennesaw_USA,66,Kennesaw_USA12021,14,Kennesaw_USA12021CSE4983,340
CYBR3153,1,2021,15,36,,Kennesaw_USA,51,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR3153,341
CYBR3220,1,2021,0,3,,Kennesaw_USA,3,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR3220,342
CYBR3223,1,2021,6,15,,Kennesaw_USA,21,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR3223,343
CYBR3305,1,2021,21,30,,Kennesaw_USA,51,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR3305,344
CYBR4305,1,2021,12,30,,Kennesaw_USA,42,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4305,345
CYBR4333,1,2021,9,51,,Kennesaw_USA,60,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4333,346
CYBR4350,1,2021,12,27,,Kennesaw_USA,39,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4350,347
CYBR4833,1,2021,9,39,,Kennesaw_USA,48,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4833,348
CYBR4843,1,2021,18,60,,Kennesaw_USA,78,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4843,349
CYBR4853,1,2021,9,30,,Kennesaw_USA,39,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4853,350
CYBR4883,1,2021,0,15,,Kennesaw_USA,15,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4883,351
CYBR4893,1,2021,9,45,,Kennesaw_USA,54,Kennesaw_USA12021,14,Kennesaw_USA12021CYBR4893,352
IT3503,1,2021,24,39,,Kennesaw_USA,63,Kennesaw_USA12021,14,Kennesaw_USA12021IT3503,353
IT3703,1,2021,12,18,,Kennesaw_USA,30,Kennesaw_USA12021,14,Kennesaw_USA12021IT3703,354
IT4153,1,2021,12,33,,Kennesaw_USA,45,Kennesaw_USA12021,14,Kennesaw_USA12021IT4153,355
IT4203,1,2021,6,24,,Kennesaw_USA,30,Kennesaw_USA12021,14,Kennesaw_USA12021IT4203,356
IT4333,1,2021,12,63,,Kennesaw_USA,75,Kennesaw_USA12021,14,Kennesaw_USA12021IT4333,357
IT4403,1,2021,3,15,,Kennesaw_USA,18,Kennesaw_USA12021,14,Kennesaw_USA12021IT4403,358
IT4423,1,2021,24,96,,Kennesaw_USA,120,Kennesaw_USA12021,14,Kennesaw_USA12021IT4423,359
IT4603,1,2021,3,6,,Kennesaw_USA,9,Kennesaw_USA12021,14,Kennesaw_USA12021IT4603,360
IT4673,1,2021,9,24,,Kennesaw_USA,33,Kennesaw_USA12021,14,Kennesaw_USA12021IT4673,361
IT4713,1,2021,9,30,,Kennesaw_USA,39,Kennesaw_USA12021,14,Kennesaw_USA12021IT4713,362
IT4773,1,2021,3,3,,Kennesaw_USA,6,Kennesaw_USA12021,14,Kennesaw_USA12021IT4773,363
IT4793,1,2021,3,0,,Kennesaw_USA,3,Kennesaw_USA12021,14,Kennesaw_USA12021IT4793,364
IT4833,1,2021,9,57,,Kennesaw_USA,66,Kennesaw_USA12021,14,Kennesaw_USA12021IT4833,365
IT4843,1,2021,21,75,,Kennesaw_USA,96,Kennesaw_USA12021,14,Kennesaw_USA12021IT4843,366
IT4853,1,2021,27,96,,Kennesaw_USA,123,Kennesaw_USA12021,14,Kennesaw_USA12021IT4853,367
IT4863,1,2021,3,18,,Kennesaw_USA,21,Kennesaw_USA12021,14,Kennesaw_USA12021IT4863,368
IT4883,1,2021,9,72,,Kennesaw_USA,81,Kennesaw_USA12021,14,Kennesaw_USA12021IT4883,369
IT4893,1,2021,6,9,,Kennesaw_USA,15,Kennesaw_USA12021,14,Kennesaw_USA12021IT4893,370
SWE4633,1,2021,9,33,,Kennesaw_USA,42,Kennesaw_USA12021,14,Kennesaw_USA12021SWE4633,371
SWE4783,1,2021,18,51,,Kennesaw_USA,69,Kennesaw_USA12021,14,Kennesaw_USA12021SWE4783,372
SWE4803,1,2021,0,3,,Kennesaw_USA,3,Kennesaw_USA12021,14,Kennesaw_USA12021SWE4803,373
CGDD2012L,1,2022,24,99,,Kennesaw_USA,123,Kennesaw_USA12022,15,Kennesaw_USA12022CGDD2012L,374
CGDD4113,1,2022,3,15,,Kennesaw_USA,18,Kennesaw_USA12022,15,Kennesaw_USA12022CGDD4113,375
CGDD4603,1,2022,3,15,,Kennesaw_USA,18,Kennesaw_USA12022,15,Kennesaw_USA12022CGDD4603,376
CS3626,1,2022,27,150,,Kennesaw_USA,177,Kennesaw_USA12022,15,Kennesaw_USA12022CS3626,377
CS3642,1,2022,27,168,,Kennesaw_USA,195,Kennesaw_USA12022,15,Kennesaw_USA12022CS3642,378
CS4265,1,2022,6,30,,Kennesaw_USA,36,Kennesaw_USA12022,15,Kennesaw_USA12022CS4265,379
CS4267,1,2022,3,45,,Kennesaw_USA,48,Kennesaw_USA12022,15,Kennesaw_USA12022CS4267,380
CS4277,1,2022,0,27,,Kennesaw_USA,27,Kennesaw_USA12022,15,Kennesaw_USA12022CS4277,381
CS4322,1,2022,6,45,,Kennesaw_USA,51,Kennesaw_USA12022,15,Kennesaw_USA12022CS4322,382
CS4412,1,2022,6,39,,Kennesaw_USA,45,Kennesaw_USA12022,15,Kennesaw_USA12022CS4412,383
CS4422,1,2022,9,15,,Kennesaw_USA,24,Kennesaw_USA12022,15,Kennesaw_USA12022CS4422,384
CS4522,1,2022,0,18,,Kennesaw_USA,18,Kennesaw_USA12022,15,Kennesaw_USA12022CS4522,385
CS4524,1,2022,3,18,,Kennesaw_USA,21,Kennesaw_USA12022,15,Kennesaw_USA12022CS4524,386
CS4612,1,2022,6,27,,Kennesaw_USA,33,Kennesaw_USA12022,15,Kennesaw_USA12022CS4612,387
CS4622,1,2022,6,24,,Kennesaw_USA,30,Kennesaw_USA12022,15,Kennesaw_USA12022CS4622,388
CS4626,1,2022,3,15,,Kennesaw_USA,18,Kennesaw_USA12022,15,Kennesaw_USA12022CS4626,389
CS4712,1,2022,6,33,,Kennesaw_USA,39,Kennesaw_USA12022,15,Kennesaw_USA12022CS4712,390
CS4732,1,2022,0,33,,Kennesaw_USA,33,Kennesaw_USA12022,15,Kennesaw_USA12022CS4732,391
CS4742,1,2022,0,18,,Kennesaw_USA,18,Kennesaw_USA12022,15,Kennesaw_USA12022CS4742,392
CSE1300,1,2022,120,273,,Kennesaw_USA,393,Kennesaw_USA12022,15,Kennesaw_USA12022CSE1300,393
CSE4983,1,2022,9,33,,Kennesaw_USA,42,Kennesaw_USA12022,15,Kennesaw_USA12022CSE4983,394
CYBR3153,1,2022,9,57,,Kennesaw_USA,66,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR3153,395
CYBR3220,1,2022,0,3,,Kennesaw_USA,3,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR3220,396
CYBR3223,1,2022,9,27,,Kennesaw_USA,36,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR3223,397
CYBR3305,1,2022,18,48,,Kennesaw_USA,66,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR3305,398
CYBR4305,1,2022,18,42,,Kennesaw_USA,60,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4305,399
CYBR4333,1,2022,9,42,,Kennesaw_USA,51,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4333,400
CYBR4350,1,2022,9,15,,Kennesaw_USA,24,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4350,401
CYBR4833,1,2022,15,54,,Kennesaw_USA,69,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4833,402
CYBR4843,1,2022,12,57,,Kennesaw_USA,69,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4843,403
CYBR4853,1,2022,21,57,,Kennesaw_USA,78,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4853,404
CYBR4883,1,2022,6,18,,Kennesaw_USA,24,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4883,405
CYBR4893,1,2022,12,42,,Kennesaw_USA,54,Kennesaw_USA12022,15,Kennesaw_USA12022CYBR4893,406
IT3503,1,2022,27,33,,Kennesaw_USA,60,Kennesaw_USA12022,15,Kennesaw_USA12022IT3503,407
IT3703,1,2022,3,12,,Kennesaw_USA,15,Kennesaw_USA12022,15,Kennesaw_USA12022IT3703,408
IT4153,1,2022,6,21,,Kennesaw_USA,27,Kennesaw_USA12022,15,Kennesaw_USA12022IT4153,409
