,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"popularity_module_non_topic_women[2, 27]",1.431,285.185,-533.567,536.329,1.871,2.571,23246.0,11513.0,1.0
"popularity_module_non_topic_women[2, 28]",-3.626,285.903,-534.885,536.762,1.909,2.597,22428.0,11228.0,1.0
"popularity_module_non_topic_women[2, 29]",0.643,281.725,-530.903,524.285,1.988,2.303,20076.0,11883.0,1.0
"popularity_module_non_topic_women[2, 30]",-0.673,286.046,-540.737,530.472,1.888,2.51,23001.0,10420.0,1.0
"popularity_module_non_topic_women[2, 31]",-0.572,284.662,-543.659,530.363,2.03,2.49,19660.0,12109.0,1.0
"popularity_module_non_topic_women[2, 32]",0.118,282.048,-534.937,520.361,1.988,2.418,20143.0,11411.0,1.0
"popularity_module_non_topic_women[2, 33]",-1.043,286.411,-545.204,525.725,2.014,2.618,20247.0,11118.0,1.0
"popularity_module_non_topic_women[2, 34]",2.299,285.434,-527.827,549.454,1.894,2.52,22721.0,10249.0,1.0
"popularity_module_non_topic_women[2, 35]",-3.874,283.613,-524.1,531.851,2.072,2.401,18766.0,10696.0,1.0
"popularity_module_non_topic_women[2, 36]",1.227,286.048,-537.429,539.236,1.968,2.422,21151.0,11762.0,1.0
"popularity_module_non_topic_women[2, 37]",0.882,282.201,-540.516,515.572,1.942,2.351,21114.0,11792.0,1.0
"popularity_module_non_topic_women[2, 38]",-0.512,283.584,-543.236,515.575,1.869,2.458,23006.0,11051.0,1.0
"popularity_module_non_topic_women[2, 39]",-2.304,287.277,-519.423,564.419,1.941,2.476,21882.0,11230.0,1.0
"popularity_module_non_topic_women[2, 40]",-1.786,283.291,-551.496,514.727,1.871,2.527,22924.0,11788.0,1.0
"popularity_module_non_topic_women[2, 41]",-0.48,287.59,-536.42,543.331,1.995,2.496,20756.0,11355.0,1.0
"popularity_module_non_topic_women[2, 42]",2.246,283.036,-522.956,532.07,1.922,2.35,21691.0,12203.0,1.0
"popularity_module_non_topic_women[2, 43]",2.471,290.248,-543.894,557.951,1.945,2.509,22269.0,11206.0,1.0
"popularity_module_non_topic_women[2, 44]",-1.357,291.69,-538.192,555.305,2.036,2.423,20539.0,11372.0,1.0
"popularity_module_non_topic_women[2, 45]",0.712,286.363,-539.021,532.891,1.938,2.556,21887.0,11327.0,1.0
"popularity_module_non_topic_women[2, 46]",3.196,284.409,-512.992,557.998,2.01,2.618,20014.0,11234.0,1.0
"popularity_module_non_topic_women[2, 47]",-2.331,283.217,-546.211,518.581,1.886,2.325,22565.0,12230.0,1.0
"popularity_module_non_topic_women[2, 48]",2.843,285.794,-527.798,541.803,2.041,2.482,19582.0,10952.0,1.0
"popularity_module_non_topic_women[2, 49]",2.154,283.461,-534.709,531.068,1.979,2.42,20514.0,11455.0,1.0
"popularity_module_non_topic_women[2, 50]",-0.507,283.622,-527.886,541.363,1.955,2.343,21056.0,12180.0,1.0
"popularity_module_non_topic_women[2, 51]",1.391,282.74,-540.518,524.162,1.835,2.411,23730.0,11871.0,1.0
"popularity_module_non_topic_women[2, 52]",-1.138,284.482,-522.751,541.786,1.983,2.446,20630.0,11110.0,1.0
"popularity_module_non_topic_women[3, 0]",-860.203,120.124,-1081.86,-631.807,15.28,10.856,62.0,604.0,1.05
"popularity_module_non_topic_women[3, 1]",193.572,112.933,-8.05,415.417,2.132,1.508,2803.0,5282.0,1.01
"popularity_module_non_topic_women[3, 2]",29.053,112.446,-188.91,230.587,1.908,1.35,3473.0,5962.0,1.0
