,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"popularity_module_non_topic_women[7, 10]",-52.52,158.995,-355.823,246.873,16.127,11.438,99.0,163.0,1.03
"popularity_module_non_topic_women[7, 11]",43.462,184.175,-300.9,399.921,18.486,13.11,100.0,304.0,1.05
"popularity_module_non_topic_women[7, 12]",45.359,204.129,-350.66,411.346,18.224,12.917,126.0,299.0,1.04
"popularity_module_non_topic_women[7, 13]",405.827,160.146,91.439,707.357,22.1,15.714,52.0,248.0,1.07
"popularity_module_non_topic_women[7, 14]",-110.788,149.061,-392.782,158.002,15.476,10.978,93.0,216.0,1.03
"popularity_module_non_topic_women[7, 15]",1.285,268.269,-527.475,477.251,25.742,18.251,114.0,332.0,1.06
"popularity_module_non_topic_women[7, 16]",-6.184,285.251,-556.282,518.924,33.966,24.118,72.0,164.0,1.07
"popularity_module_non_topic_women[7, 17]",2.615,278.844,-493.923,529.672,34.12,24.232,67.0,224.0,1.08
"popularity_module_non_topic_women[7, 18]",-3.962,264.653,-497.542,467.495,23.207,16.447,130.0,211.0,1.04
"popularity_module_non_topic_women[7, 19]",6.749,295.208,-558.639,533.245,29.913,21.216,98.0,292.0,1.05
"popularity_module_non_topic_women[8, 0]",345.299,163.872,39.749,650.898,14.775,10.653,124.0,184.0,1.04
"popularity_module_non_topic_women[8, 1]",-184.779,192.398,-556.444,161.799,21.595,15.326,81.0,243.0,1.06
"popularity_module_non_topic_women[8, 2]",42.901,168.255,-285.117,342.368,24.532,17.456,49.0,255.0,1.07
"popularity_module_non_topic_women[8, 3]",120.723,158.428,-171.433,432.481,14.051,9.958,127.0,265.0,1.05
